channel_id,channel_name,video_id,status
UCfpaSruWW3S4dibonKXENjA,Tzuyang,aTClipeffE8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Tiw7_yiBiX8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,-HyRSLWcOeA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,N82HhUgsV6I,401
UCUyfkq9e9ZfPzxOW5WQ9rzQ,MMTG,dYKX4HAoPHk,401
UCUyfkq9e9ZfPzxOW5WQ9rzQ,MMTG,NyGPKSYdshE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,cTvq6AL-CyY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Jxw2W_w6sSc,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Tbto4_gKTVg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,az5gTY6wb44,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,XjFdp5R7YHU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,FgDCbXyv0UY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,rwfSFaBPBkY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ZoQf6XgFzRw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,UuCiN7QSDbQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,8RdkFuFK1DY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,NrLPC4raEh4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Y8KeqoGtSNA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,1DnKb2BrsTg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,0FACIBa9Jfg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,HyWn4MjoxXU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,jZLnTb5AviA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,WgFh2MJRpoU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,m43t03-DziE,401
